EntityType,EntityID,EntityTitle,TargetType,TargetID,TargetTitle,SetID,Date,Created,Academic Year,URN,Borough,School Type - Education Phase,Type of School,Are they part of an academy (single/multi) or trust,Which academy/trust are they part of,Are they part of a cluster?,Which cluster are they a part of?,Does this School have a Nursery attached?,Percentage of pupils eligible for Free School Meals,Percentage of pupils eligible for pupil premium,IMD Decile,Ofsted rating,How much primary premium do they receive?,Is this School signed up to the Daily Mile?,If not signed up do they do a variant of the Daily Mile,Have they signed up for The Daily Mile Destinations?,Who is responsible for the operation of sports facilities at the school?,"Indoor facilities: Does your school have any of the following?
",Outdoor facilities: Does your school have any of the following?,Other outdoor please specify,Are their facilities open?,What facilities are open?,What facilities are not open to the public,Facility management,If facilities management is out-sourced who is the provider?,When are facilities open?,Overall facilities quality,"How are the facilities currently used outside of normal school hours?
",Who is responsible for opening and closing the facility for community use?,Other - Responsibility for opening and closing facilities,Have they been selected (term)?,Has this school opted into the Active Lives CYP Survey? ,Have they completed the survey,Does this school get involved with the School Games at Level 2?,What level of School Games mark has this school achieved? ,Has this school ever attended our Level 3 School Games events (in the past - pre 2018),Has this school ever attended Level 3 School Games (Post Sept 2018)?,Which level 3 competitions have they attended?,Has this School volunteered at the School Games or accessed DfE funding? ,Are any of their pupils involved in the YLOC?,Does this School have a Satellite Club attached?,Is this school compliant for Primary School Sport Premium? ,Why is the school non-compliant,Was the website analysed as part of the Primary School Sport Premium Mapping?,How much PESSPA do they receive?,Is this School part of Mentally Healthy Schools?,Is this school involved in any other projects?,Is this school a YST member school? ,Engagement with CPD,Part of School Sports Partnership,RAG Rating,Any other important notes,What providers do they use for sport and physical activity?
Group,362,St Wilfrid's Catholic Primary School Ashton,,0,,7463,17/12/2020 12:12,17/12/2020 12:49,2020/2021,106509,Wigan,Primary,Voluntary aided school,,Learning Together Trust,,Ashton,Yes,12.60%,11.00%,3,Good,,No,,,,,,,No,,Grass pitches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
",
Group,786,St Wilfrid's CE Aided Primary School Northenden,,0,,7464,17/12/2020 12:12,17/12/2020 12:49,2020/2021,142936,Manchester,Primary,Academy sponsor led,Yes - Multi-academy trust,St James and Emmanuel Academy Trust,,,Yes,12.90%,14.20%,5,Good,,No,,,,,,,No,,Grass pitches,,,,,,,,,,,,,,,,,,,,,,,Yes,Change4Life|Change4Life,,,,,"Mental Health Pilot phase 3
",Private Coaching Company
Group,1243,St Wilfrid's CofE Junior and Infant School,,0,,7465,17/12/2020 12:12,17/12/2020 12:49,2020/2021,105496,Manchester,Primary,Voluntary controlled school,,,,,Yes,45.80%,53.70%,1,Requires Improvement,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Change4Life|Healthy Schools|Change4Life,,,,,"
","Professional Sports Clubs, Trusts & Foundations|Private Coaching Company"
Group,787,St Wilfrid's RC Primary School,,0,,7466,17/12/2020 12:12,17/12/2020 12:49,2020/2021,105539,Manchester,Primary,Voluntary aided school,,,,,Yes,40.40%,46.80%,1,Good,,No,Yes,,,,,,No,,Grass pitches,,,,,,,,,,,,,,,,,,,,,,,,Change4Life|Healthy Schools|Change4Life,,,,,"
",Private Coaching Company
Group,640,St William of York RC Primary School,,0,,7467,17/12/2020 12:12,17/12/2020 12:49,2020/2021,105226,Bolton,Primary,Voluntary aided school,,,,,Yes,27.30%,34.80%,2,Good,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
",
Group,363,St William's Catholic Primary School,,0,,7468,17/12/2020 12:12,17/12/2020 12:49,2020/2021,106497,Wigan,Primary,Voluntary aided school,,,,North Wigan,Yes,33.50%,42.00%,2,Good,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
","Professional Sports Clubs, Trusts & Foundations"
Group,789,St Willibrord's RC Primary School,,0,,7469,17/12/2020 12:12,17/12/2020 12:49,2020/2021,105540,Manchester,Primary,Voluntary aided school,,,,,Yes,34.10%,43.10%,1,Good,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Healthy Schools,,,,,"
",
Group,270,St Winifreds RC Primary,,0,,7470,17/12/2020 12:12,17/12/2020 12:49,2020/2021,106129,Stockport,Primary,Voluntary aided school,,,,,No,6.10%,7.60%,9,Outstanding,,Yes,,,,,,,,,,,,,,,,,Term 1,,,,,,,,,,,,,,,,PE Specialist Support|Assessment Support|Be Inspired Programme,,,,,"
n",Private Coaching Company
Group,296,Stalyhill Infant School,,0,,7471,17/12/2020 12:12,17/12/2020 12:49,2020/2021,106222,Tameside,Infants,Community school,,,,,No,3.40%,5.60%,10,Good,,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
No contact with school",Council - Sport Development Service
Group,1040,Stalyhill Junior School,,0,,7472,17/12/2020 12:12,17/12/2020 12:49,2020/2021,106189,Tameside,Primary,Community school,,,,,No,6.00%,7.90%,8,Good,,No,,,,,,,No,,Grass pitches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
New PE lead",Council - Sport Development Service
Group,1080,Stamford Park Infant School,,0,,7473,17/12/2020 12:12,17/12/2020 12:49,2020/2021,106286,Trafford,Infants,Community school,,,,,Yes,3.60%,2.90%,9,Outstanding,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
",
Group,1081,Stamford Park Junior School,,0,,7474,17/12/2020 12:12,17/12/2020 12:49,2020/2021,106285,Trafford,Primary,Community school,,,,,No,5.00%,6.10%,9,Good,,No,,,,,,,,,,,,,,,,,Reserve,,,,,,,,,,,,,,,,FA Girls Football Sports Partnership,,,,,"Early Adopter school for PSHE HUB pilot 
",Private Coaching Company
Group,573,Standish Community High School,,0,,7475,17/12/2020 12:12,17/12/2020 12:49,2020/2021,143812,Wigan,Secondary,Academy converter,Yes - Multi-academy trust,Mosaic Academy Trust,,,No,8.00%,14.10%,8,,,No,,,,,,,Yes,Grass pitches|Sports hall|Artificial grass pitch,,Out-sourced,SLS,,,,,,Term 3,,,,,,,,,,Yes,,,,,Yes,SE Secondary Teacher Training Programme,,,,,"YEAR 1 TERM 3
 - Completed

",
Group,1150,Standish Lower Ground St. Anne's CofE Primary School,,0,,7476,17/12/2020 12:12,17/12/2020 12:49,2020/2021,106468,Wigan,Primary,Voluntary aided school,,,,North Wigan,No,34.10%,25.60%,6,Good,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
",
Group,364,Standish St Wilfrid's CE Primary Academy,,0,,7477,17/12/2020 12:12,17/12/2020 12:49,2020/2021,139883,Wigan,Primary,Academy converter,Yes - Multi-academy trust,Learning Together Trust,,North Wigan,Yes,8.80%,12.20%,10,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"FRAN'S FRIEND WORKS THERE
YEAR 1 TERM 3 - not completed
",Leisure Provider
Group,117,Stanley Grove Primary Academy,,0,,7478,17/12/2020 12:12,17/12/2020 12:49,2020/2021,138785,Manchester,Primary,Academy sponsor led,Yes - Multi-academy trust,Bright Futures Educational Trust,,,Yes,29.50%,56.40%,1,Good,,Yes,,,,,,,No,,Artificial grass pitch,,,,,,,,,,,,,,,,,,,,,,,Yes,Active Families Project|Healthy Schools|Change4Life,,,,,"Mental Health Pilot Phase 3
Involved in PSHE HUB pilot 
","Professional Sports Clubs, Trusts & Foundations|Private Coaching Company"
Group,839,Stanley Road Primary School,,0,,7479,17/12/2020 12:12,17/12/2020 12:49,2020/2021,105686,Oldham,Primary,Community school,,,,South Oldham (Oasis/Failsworth),Yes,29.20%,38.70%,1,Good,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
",Council - Sport Development Service
Group,885,Stansfield Hall CE Primary School,,0,,7480,17/12/2020 12:12,17/12/2020 12:49,2020/2021,105810,Rochdale,Primary,Voluntary controlled school,,,,,No,24.80%,29.30%,5,Good,,No,,,,,,,No,,Grass pitches,,,,,,,,Reserve,,,,,,,,,,,,,,,,,,,,,"YEAR 1 TERM 2
",
Group,941,Stella Maris School,,0,,7481,17/12/2020 12:12,17/12/2020 12:49,2020/2021,106154,Stockport,Primary,Other independent school,,,,,Yes,,,7,Good,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
y",
Group,537,Stockport Academy,,0,,7482,17/12/2020 12:12,17/12/2020 12:49,2020/2021,135262,Stockport,Secondary,Academy sponsor led,Yes - Multi-academy trust,United Learning,,,Not applicable,28.20%,45.00%,4,Good,,No,,,,,,,Yes,Artificial grass pitch|Grass pitches|Sports hall,,,,,,,,,Term 1,,,,,,,,,Yes,Yes,,,,,,SE Secondary Teacher Training Programme,,,,,"YEAR 1 TERM 1
 - Not completed

",
Group,436,Stockport Grammar School,,0,,7483,17/12/2020 12:12,17/12/2020 12:49,2020/2021,106156,Stockport,Primary|Secondary,Other independent school,,,,,Yes,,,6,,,No,,,,,,,Some,Grass pitches|Sports hall|Squash courts|Swimming pool,Artificial grass pitch|Grass pitches|Health and fitness suite|Sports hall,,,,,,,,Term 2,,,,,,,,,,,,,,,,,,,,,"YEAR 1 TERM 1
 - Not completed

y",
Group,538,Stockport School,,0,,7484,17/12/2020 12:12,17/12/2020 12:49,2020/2021,106135,Stockport,Secondary,Community school,,,,,No,16.70%,24.30%,6,Good,,No,,,,,,,Yes,Sports hall|Health and fitness suite|Grass pitches|Artificial grass pitch,,,,,,,,,Term 3,,,,,,,,,,Yes,,,,,,SE Secondary Teacher Training Programme|PSHE Hub,,,,,"YEAR 1 TERM 2
 - Not completed

",
Group,443,Stretford Grammar School,,0,,7485,17/12/2020 12:12,17/12/2020 12:49,2020/2021,106368,Trafford,Secondary,Foundation school,,,,,No,8.10%,18.50%,6,Good,,No,,,,,,,No,,Grass pitches|Sports hall,,,,,,,,Reserve,,,,,,,,,,,,,,,Yes,Congestion Project|PSHE Hub|SE Secondary Teacher Training Programme,,,,,"Mental Health Pilot phase 3 

",
Group,577,Stretford High School,,0,,7486,17/12/2020 12:12,17/12/2020 12:50,2020/2021,106370,Trafford,Secondary,Foundation school,,,,,No,25.30%,39.60%,4,Good,,No,,,,,,,,,,,,,,,,,Term 3,,,,,,,,,,Yes,,,,,,Congestion Project|Manchester United Foundation,,,,,"YEAR 1 TERM 2 - Completed
",
Group,674,Summerseat Methodist Primary School,,0,,7487,17/12/2020 12:12,17/12/2020 12:50,2020/2021,105327,Bury,Primary,Voluntary controlled school,,,,,No,4.30%,4.20%,9,Special Measures,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bikeability,,,,,"
",
Group,220,Summerville Primary School,,0,,7488,17/12/2020 12:12,17/12/2020 12:50,2020/2021,105889,Salford,Primary,Community school,,,,Quays,Yes,32.10%,45.00%,1,Good,,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,"Mental Health Pilot Phase 1
",
Group,641,Sunning Hill Primary School,,0,,7489,17/12/2020 12:12,17/12/2020 12:50,2020/2021,105163,Bolton,Primary,Community school,,,,,Yes,18.30%,23.00%,3,Outstanding,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bikeability,,,,,"YEAR 1 TERM 2 - not completed
",SSP Offer
Group,78,Sunny Bank Primary School,,0,,7490,17/12/2020 12:12,17/12/2020 12:50,2020/2021,144593,Bury,Primary,Academy converter,Yes - Multi-academy trust,Vision Multi-Academy Trust,,,No,9.30%,11.30%,9,,,Yes,,,,,,,No,,Grass pitches,,,,,,,,,,,,,,,,,,,,,,,,Bikeability,,,,,"2020 Case study - Premium 
",
Group,1280,Sunny Brow Nursery School,,0,,7491,17/12/2020 12:12,17/12/2020 12:50,2020/2021,105760,Rochdale,Nursery,Local authority nursery school,,,,,Yes,,,0,Outstanding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
",
Group,939,Talmod Torah Yetev,,0,,7492,17/12/2020 12:12,17/12/2020 12:50,2020/2021,131435,Salford,Primary,Other independent school,,,,,Yes,,,1,Requires Improvement,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
",
Group,1242,Talmud Torah Chinuch Norim,,0,,7493,17/12/2020 12:12,17/12/2020 12:50,2020/2021,105993,Salford,Primary,Other independent school,,,,,Yes,,,1,Requires Improvement,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
",
Group,1240,Tameside College,,0,,7494,17/12/2020 12:12,17/12/2020 12:50,2020/2021,130516,Tameside,College,Further Education,,,,,Not applicable,,,1,Good,,No,,,,,,,Yes,Health and fitness suite|Sports hall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
",
Group,1241,Tameside Pupil Referral Service,,0,,7495,17/12/2020 12:12,17/12/2020 12:50,2020/2021,137322,Tameside,PRU/Other,Pupil referral unit,,,,,Not applicable,45.20%,60.80%,5,Requires Improvement,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PRU Does have Provision for SEN

",
Group,1231,Tashbar of Manchester,,0,,7496,17/12/2020 12:12,17/12/2020 12:50,2020/2021,106002,Salford,Primary,Other independent school,,,,,Yes,,,5,Requires Improvement,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
",
Group,1296,Teenage Works,,0,,7497,17/12/2020 12:12,17/12/2020 12:50,2020/2021,146773,Oldham,PRU/Other,Other independent school,,,,,No,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Opened: 18/03/2019,
Group,1082,Templemoor Infant and Nursery School,,0,,7498,17/12/2020 12:12,17/12/2020 12:50,2020/2021,106312,Trafford,Infants,Community school,,,,,Yes,2.00%,0.00%,9,Outstanding,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"YEAR 1 TERM 3 - not completed
",
Group,527,The Albion Academy,,0,,7499,17/12/2020 12:12,17/12/2020 12:50,2020/2021,146793,Salford,Secondary,Academy converter,Yes - Multi-academy trust,United Learning,,,No,50.90%,65.50%,1,,,No,,,,,,,Some,Sports hall|Artificial grass pitch,Health and fitness suite,Out-sourced,SLS,,,,,,,,,,,,,,,,Yes,,,,,,SE Secondary Teacher Training Programme,,,,,"
",
Group,493,The Barlow RC High School and Specialist Science College,,0,,7500,17/12/2020 12:12,17/12/2020 12:50,2020/2021,105581,Manchester,Secondary,Voluntary aided school,,,,,No,26.60%,39.90%,5,Good,,No,,,,,,,Yes,Grass pitches|Sports hall|Artificial grass pitch,,Out-sourced,SLS,,,,,,Term 1,,,,,,,,,,Yes,,,,,,SE Secondary Teacher Training Programme,,,,,"
",
Group,790,The Birches School,,0,,7501,17/12/2020 12:12,17/12/2020 12:50,2020/2021,105613,Manchester,SEND,Community special school,,,,,Yes,44.40%,55.30%,7,Outstanding,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
",
Group,405,The Blue Coat CE School,,0,,7502,17/12/2020 12:12,17/12/2020 12:50,2020/2021,137133,Oldham,Secondary,Academy converter,Yes - Multi-academy trust,Cranmer Education Trust,,,Not applicable,5.60%,11.80%,1,Outstanding,,No,,,,,,,No,,Grass pitches|Sports hall,,,,,,,,Term 2,,,,,,,,,,,,,,,,PSHE Hub,,,,,"Cllr Eddie Moores is Chair of govenors and happy to be contacted (also sits on Trust group) 
Blue Coat schools additional school been built called ""Brain Clark""
",
Group,449,The Byrchall High School,,0,,7503,17/12/2020 12:12,17/12/2020 12:50,2020/2021,138699,Wigan,Secondary,Academy converter,Yes - Multi-academy trust,Makerfield Academy Trust,,,No,19.40%,27.90%,7,Requires Improvement,,No,,,,,,,Yes,Grass pitches|Sports hall,,Managed in-house,,,,,,,Term 1,,,,,,,,,,,,,,,,PSHE Hub,,,,,"
",
Group,1232,The Canterbury Centre,,0,,7504,17/12/2020 12:12,17/12/2020 12:50,2020/2021,135952,Salford,PRU/Other,Pupil referral unit,,,,,Not applicable,50.00%,50.00%,3,Good,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PSHE Hub,,,,,"PRU Does have Provision for SEN

",
Group,221,The Cathedral School of St Peter and St John RC Primary School,,0,,7505,17/12/2020 12:12,17/12/2020 12:50,2020/2021,105964,Salford,Primary,Voluntary aided school,,,,All Hallows,Yes,23.00%,32.10%,6,Requires Improvement,,Yes,,,,,,,,,,,,,,,,,Reserve,,,,,,,,,,,,,,,,,,,,,"
","Professional Sports Clubs, Trusts & Foundations"
Group,124,The Chadderton Preparatory Grammar School,,0,,7506,17/12/2020 12:12,17/12/2020 12:50,2020/2021,105587,Oldham,Primary,Other independent school,,,,,Yes,,,1,,,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bikeability,,,,,"
",
Group,1230,The Clifton Centre,,0,,7507,17/12/2020 12:12,17/12/2020 12:50,2020/2021,135504,Salford,PRU/Other,Pupil referral unit,,,,,Not applicable,45.80%,70.30%,2,Good,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,"PRU Does have Provision for SEN

",
Group,507,The Co-op Academy Failsworth,,0,,7508,17/12/2020 12:12,17/12/2020 12:50,2020/2021,144627,Oldham,Secondary,Academy sponsor led,Yes - Multi-academy trust,Co-op Academies,,,No,24.60%,37.50%,2,,,No,,,Site or facilities manager,Activity hall (multi-purpose room e.g. assembly hall)|Changing rooms accessible externally|Changing rooms accessible only via the school|Main sports hall (markings for at least 3 badminton courts)|Studio (often with mirrored wall and sprung floor),Artificial pitch (3G) with floodlights|Changing rooms accessible externally|Changing rooms accessible only via the school|Multi-Use Games Area (MUGA) with floodlights|Playing field,,Yes,Artificial grass pitch|Outdoor tennis/netball court(s)|Sports hall|Studio,,Managed in-house,,After-School|Evenings|School Holidays|Weekends,"Good and meets the needs of the school the facilities are of good quality, modern, well-maintained, inviting and comfortably meet the needs of the school (and community, if applicable).","Sports clubs|Regular bookings (block bookings)|Group exercise classes|Casual bookings (pay and play)|Private coaching|Uniformed groups (scouts, brownies, junior cadets)",Other,Sports Campus staff,Reserve,,,,,,,,,,Yes,,,,,,Open Facilities|SE Secondary Teacher Training Programme,,,,,"YEAR 1 TERM 1
 - Not completed


Facilities:Good practise example for staffing model, Gaps in holiday provision and wider activity other than football. 

",
Group,528,The Co-op Academy Swinton (The Swinton High 17),,0,,7509,17/12/2020 12:12,17/12/2020 12:50,2020/2021,136987,Salford,Secondary,Academy converter,Yes - Multi-academy trust,Co-op Academies,,,Not applicable,27.70%,43.70%,3,Good,,No,,,,,,,No,,Grass pitches,,,,,,,,Term 2,,,,,,,,,,Yes,,,,,,Manchester United Foundation|SE Secondary Teacher Training Programme,,,,,"YEAR 1 TERM 2
 - Not completed

",
Group,450,The Deanery CE High School,,0,,7510,17/12/2020 12:12,17/12/2020 12:50,2020/2021,106534,Wigan,Secondary,Voluntary aided school,,,,,No,18.60%,30.30%,1,Good,,No,,,,,,,Some,Artificial grass pitch,Artificial grass pitch|Sports hall,Managed in-house,,,,,,,Reserve,,,,,,,,,,,,,,,,,,,,,"FRAN'S DAD ON THE CHAIR OF GOVERNORS

",
Group,930,The Deans Primary School,,0,,7511,17/12/2020 12:12,17/12/2020 12:50,2020/2021,105924,Salford,Primary,Community school,,,,Swinton,Yes,23.70%,23.50%,4,Outstanding,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
","Professional Sports Clubs, Trusts & Foundations|Private Coaching Company"
Group,475,The Derby High School,,0,,7512,17/12/2020 12:12,17/12/2020 12:50,2020/2021,105355,Bury,Secondary,Community school,,,,,No,25.20%,36.30%,4,Good,,No,,,,,,,Yes,Sports hall|Grass pitches|Studio,,,,,,,,,Term 3,,,,,,,,,,Yes,,,,,,SE Secondary Teacher Training Programme|PSHE Hub,,,,,"YEAR 1 TERM 1 - Not complete
",
Group,400,The East Manchester Academy,,0,,7513,17/12/2020 12:12,17/12/2020 12:50,2020/2021,144494,Manchester,Secondary,Academy sponsor led,Yes - Multi-academy trust,Education and Leadership Trust,,,No,50.50%,62.90%,1,Special Measures,,No,,,,,,,Yes,Grass pitches|Sports hall,,Out-sourced,SLS,,,,,,Term 2,,,,,,,,,,,,,,,,Manchester United Foundation,,,,,"
",
Group,476,The Elton High School,,0,,7514,17/12/2020 12:12,17/12/2020 12:50,2020/2021,105354,Bury,Secondary,Community school,,,,,No,13.70%,22.90%,6,Good,,No,,,,,,,No,,Grass pitches|Studio|Sports hall,,,,,,,,Term 1,,,,,,,,,,Yes,,,,,,PSHE Hub,,,,,"YEAR 1 TERM 1 
- Not completed

",
Group,10,The Ferns Primary Academy,,0,,7515,17/12/2020 12:12,17/12/2020 12:50,2020/2021,138399,Bolton,Primary,Academy sponsor led,Yes - Multi-academy trust,Northern Education Trust,,,Not applicable,34.80%,44.40%,2,Good,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
",Private Coaching Company
Group,931,The Friars Primary School,,0,,7516,17/12/2020 12:12,17/12/2020 12:50,2020/2021,105896,Salford,Primary,Community school,,,,Irwell,Yes,36.10%,41.20%,6,Requires Improvement,,No,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
",
Group,42,The Gates Primary School,,0,,7517,17/12/2020 12:12,17/12/2020 12:50,2020/2021,133926,Bolton,Primary,Community school,,,,,Yes,14.90%,15.10%,4,Good,,Yes,,,,,,,,,,,,,,,,,Reserve,,,,,,,,,,,,,,,,Bikeability,,,,,"
",SSP Offer
Group,1041,The Heys Primary School,,0,,7518,17/12/2020 12:12,17/12/2020 12:50,2020/2021,106201,Tameside,Primary,Community school,,,,,Yes,30.80%,34.50%,1,Good,,Yes,,Yes,,,,,Yes,Grass pitches,,,,,,,,,Term 3,,,,,,,,,,,,,,,Yes,Young Ambassadors,,,,,"Mental Health Pilot phase 2 


Emma Toone - Ex Head Arati Patel Mistry Is governor here - she now works for DFE and is happy to assit 
",In house coach
Group,379,The Heys School,,0,,7519,17/12/2020 12:12,17/12/2020 12:50,2020/2021,147883,Bury,Secondary,Academy sponsor led,Yes - Multi-academy trust,Rowan Learning Trust,,,No,,,7,,,No,,,,,,,Yes,Grass pitches|Sports hall,,Out-sourced,SLS,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,"Opened: 2019/20, predecessor Prestwich Arts College",
Group,1287,The Holden School,,0,,7520,17/12/2020 12:12,17/12/2020 12:50,2020/2021,146988,Wigan,Primary|Secondary|SEND,Other independent special school,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Group,539,The Kingsway School,,0,,7521,17/12/2020 12:12,17/12/2020 12:50,2020/2021,142509,Stockport,Secondary,Academy converter,Yes - Multi-academy trust,Abney Trust,,,No,13.80%,23.00%,7,Good,,No,,,,,,,Yes,Grass pitches|Sports hall,,,,,,,,,Term 2,,,,,,,,,Yes,Yes,,,,,,SE Secondary Teacher Training Programme,,,,,"Year 1 Term 2 - Not completed

",
Group,1227,The New Broadwalk PRU,,0,,7522,17/12/2020 12:12,17/12/2020 12:50,2020/2021,132741,Salford,PRU/Other,Pupil referral unit,,,,,Not applicable,70.00%,81.40%,1,Good,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PSHE Hub,,,,,"
",
Group,43,The Oaks Primary School,,0,,7523,17/12/2020 12:12,17/12/2020 12:50,2020/2021,105176,Bolton,Primary,Community school,,,,,No,3.70%,9.90%,8,Outstanding,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bikeability,,,,,"
",SSP Offer
Group,508,The Oldham Academy North,,0,,7524,17/12/2020 12:12,17/12/2020 12:50,2020/2021,136115,Oldham,Secondary,Academy sponsor led,Yes - Multi-academy trust,E-ACT,,,Not applicable,30.30%,53.40%,5,Good,,No,,,,,,,,,,,,,,,,,Term 1,,,,,,,,,,Yes,,,,,Yes,Manchester United Foundation|SE Secondary Teacher Training Programme,,,,,"Mental Health Pilot phase 2

",
Group,1228,The Oldham College,,0,,7525,17/12/2020 12:12,17/12/2020 12:50,2020/2021,130505,Oldham,College,Further Education,,,,,Not applicable,,,1,Good,,No,,,,,,,Some,Artificial grass pitch|Sports hall,Health and fitness suite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
",
Group,1229,"The Olive School, Bolton",,0,,7526,17/12/2020 12:12,17/12/2020 12:50,2020/2021,142898,Bolton,Primary,Free School,Yes - Multi-academy trust,Star Academies,,,No,15.20%,14.10%,1,Outstanding,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
",
Group,11,The Olive Tree Primary School,,0,,7527,17/12/2020 12:12,17/12/2020 12:50,2020/2021,139776,Bolton,Primary,Free School,Yes - Single-academy trust,The Olive Tree Primary School Bolton Limited,,,No,13.30%,22.00%,1,Good,,No,,,,,,,,,,,,,,,,,Term 1,,,,,,,,,,,,,,,,,,,,,,"Professional Sports Clubs, Trusts & Foundations"
Group,1255,The Orchards,,0,,7528,17/12/2020 12:12,17/12/2020 12:51,2020/2021,142782,Trafford,Primary,Free school special,Yes - Multi-academy trust,The Dunham Trust,,,Yes,36.40%,38.90%,3,Good,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
",
Group,44,The Orchards Nursery School,,0,,7529,17/12/2020 12:12,17/12/2020 12:51,2020/2021,105145,Bolton,Nursery,Local authority nursery school,,,,,Yes,,,1,Good,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
",
Group,1238,The Parks,,0,,7530,17/12/2020 12:12,17/12/2020 12:51,2020/2021,137821,Wigan,Secondary,Other independent special school,,,,,,,,5,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
",
Group,1254,The Pendlebury Centre,,0,,7531,17/12/2020 12:12,17/12/2020 12:51,2020/2021,106022,Stockport,PRU/Other,Pupil referral unit,,,,,Not applicable,,50.00%,2,Outstanding,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PRU Does have Provision for SEN
Early Adopter school for PSHE HUB pilot 

",
Group,1259,The Personal Learning Centre,,0,,7532,17/12/2020 12:12,17/12/2020 12:51,2020/2021,142746,Bolton,PRU/Other,Academy alternative provision converter,Yes - Multi-academy trust,The Bolton Impact Trust,,,Not applicable,50.00%,66.70%,1,Outstanding,,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PSHE Hub,,,,,"Provides places for Teen Mothers
PRU Does have Provision for SEN
",
Group,509,The Radclyffe School,,0,,7533,17/12/2020 12:12,17/12/2020 12:51,2020/2021,105738,Oldham,Secondary,Foundation school,Yes - Trust,The Radclyffe Co-operative Trust,,,No,22.20%,41.10%,7,Outstanding,,No,,,Head of PE,Activity hall (multi-purpose room e.g. assembly hall)|Changing rooms accessible externally|Changing rooms accessible only via the school|Health and fitness suite|Main sports hall (markings for at least 3 badminton courts)|Studio (often with mirrored wall and sprung floor),Artificial pitch (4G) with floodlights|Athletics track|Changing rooms accessible externally|Changing rooms accessible only via the school|Cricket pitch|Outdoor hard surface area e.g playground (no sport specific markings)|Outdoor tennis/netball court(s)|Playing field|Sports pitch with markings,,Some,Artificial grass pitch,Grass pitches|Sports hall,Managed by the Local Authority,,,"Good and meets the needs of the school the facilities are of good quality, modern, well-maintained, inviting and comfortably meet the needs of the school (and community, if applicable).",After school clubs|Sports clubs|Regular bookings (block bookings)|Youth club,Trusted User,Ran by Oldham Community Leisure ,Term 1,,,,,,,,,,Yes,,,,,,Congestion Project|PSHE Hub|SE Secondary Teacher Training Programme,,,,,"YEAR 1 TERM 2
 - Not completed 

Cllr Eddie Moore Chair of govenors happy to be contacted 

",
